-65,2.18966
-64,2.10409
-63,2.08625
-62,2.06975
-61,2.0505
-60,2.06302
-59,2.04358
-58,2.02208
-57,2.0036
-56,1.98169
-55,1.96164
-54,1.94386
-53,1.92463
-52,1.90768
-51,1.88868
-50,1.87023
-49,1.85192
-48,1.83473
-47,1.81411
-46,1.79553
-45,1.77612
-44,1.75218
-43,1.72809
-42,1.70138
-41,1.67366
-40,1.64138
-39,1.60968
-38,1.5774
-37,1.54453
-36,1.51083
-35,1.47594
-34,1.4412
-33,1.4071
-32,1.37576
-31,1.34449
-30,1.3142
-29,1.28527
-28,1.25817
-27,1.23043
-26,1.20318
-25,1.17639
-24,1.14995
-23,1.12387
-22,1.09703
-21,1.07159
-20,1.04511
-19,1.01905
-18,0.993165
-17,0.966127
-16,0.940166
-15,0.914236
-14,0.88841
-13,0.860822
-12,0.833513
-11,0.805638
-10,0.77667
-9,0.749387
-8,0.721199
-7,0.694545
-6,0.668567
-5,0.642358
-4,0.619422
-3,0.595743
-2,0.575575
-1,0.557783
0,0.544236
1,0.525947
2,0.518468
3,0.513273
4,0.509612
5,0.507256
