-65,2.17702
-64,2.17902
-63,2.17786
-62,2.17806
-61,2.17156
-60,2.17723
-59,2.16832
-58,2.17655
-57,2.17262
-56,2.16134
-55,2.1715
-54,2.16717
-53,2.16651
-52,2.16842
-51,2.15729
-50,2.15986
-49,2.15213
-48,2.15042
-47,2.13568
-46,2.13783
-45,2.12867
-44,2.11346
-43,2.10031
-42,2.08998
-41,2.07359
-40,2.0539
-39,2.03521
-38,2.01429
-37,1.99242
-36,1.96832
-35,1.94783
-34,1.92393
-33,1.90178
-32,1.87886
-31,1.85836
-30,1.83513
-29,1.81019
-28,1.78002
-27,1.76015
-26,1.73234
-25,1.70533
-24,1.6781
-23,1.65034
-22,1.62144
-21,1.59259
-20,1.56303
-19,1.53635
-18,1.51006
-17,1.48271
-16,1.45586
-15,1.42933
-14,1.40309
-13,1.37625
-12,1.35051
-11,1.32468
-10,1.29857
-9,1.27339
-8,1.24719
-7,1.22265
-6,1.19729
-5,1.1714
-4,1.14732
-3,1.12186
-2,1.09672
-1,1.07075
0,1.04604
1,1.00252
2,0.977773
3,0.951371
4,0.926054
5,0.899986
6,0.874476
7,0.848063
8,0.820549
9,0.794081
10,0.766293
