-65,2.17016
-64,2.17009
-63,2.16533
-62,2.16868
-61,2.16501
-60,2.16504
-59,2.16736
-58,2.16483
-57,2.16594
-56,2.16639
-55,2.16114
-54,2.16367
-53,2.15612
-52,2.15547
-51,2.15624
-50,2.15321
-49,2.1469
-48,2.14186
-47,2.13696
-46,2.12663
-45,2.1206
-44,2.11122
-43,2.09922
-42,2.08387
-41,2.06937
-40,2.05078
-39,2.03067
-38,2.00939
-37,1.98701
-36,1.96499
-35,1.94373
-34,1.92302
-33,1.90082
-32,1.88122
-31,1.86048
-30,1.83741
-29,1.81607
-28,1.79178
-27,1.76647
-26,1.74046
-25,1.71432
-24,1.68715
-23,1.65763
-22,1.62935
-21,1.60028
-20,1.57032
-19,1.5403
-18,1.51099
-17,1.48116
-16,1.45254
-15,1.42468
-14,1.39636
-13,1.36818
-12,1.34026
-11,1.31346
-10,1.2862
-9,1.26013
-8,1.23331
-7,1.20802
-6,1.18217
-5,1.15609
-4,1.13154
-3,1.10531
-2,1.08001
-1,1.05383
0,1.02893
1,0.984916
2,0.960139
3,0.933791
4,0.908265
5,0.881764
6,0.856732
7,0.83016
8,0.802479
9,0.77632
10,0.748159
