-20,2.08097,2.04971
-19,2.06695,2.04584
-18,2.04391,2.0257
-17,2.02538,1.99879
-16,2.00008,1.9867
-15,1.98187,1.93836
-14,1.95464,1.93933
-13,1.93643,1.9208
-12,1.91339,1.89744
-11,1.90018,1.87826
-10,1.8694,1.85554
-9,1.8441,1.83153
-8,1.81945,1.80334
-7,1.79673,1.78191
-6,1.77369,1.76015
-5,1.74984,1.73727
-4,1.72777,1.71278
-3,1.70199,1.69103
-2,1.67862,1.6675
-1,1.6522,1.63931
0,1.63044,1.619
1,1.60724,1.59387
2,1.58517,1.57534
3,1.55971,1.55036
4,1.53505,1.52651
5,1.51185,1.50476
6,1.488,1.47962
7,1.46142,1.45352
8,1.43902,1.4279
9,1.41131,1.40422
10,1.38407,1.37634
