-20,0.000521144,3.77526e-05
-19,0.000445639,0.000521144
-18,0.00148793,0.00116567
-17,0.000445639,0.00157355
-16,0.000843406,0.000284509
-15,0.000284509,0.000445639
-14,0.00567732,0.000682275
-13,0.00205695,0.0007679
-12,0.000123378,0.000682275
-11,0.000198883,0.000360014
-10,0.000198883,0.000445639
-9,0.000521144,0.000521144
-8,0.000843406,0.000682275
-7,0.000445639,0.00060677
-6,0.000284509,0.00116567
-5,0.00213245,0.00100454
-4,0.000445639,0.000198883
-3,0.00100454,0.00116567
-2,3.77526e-05,0.000682275
-1,0.0013268,0.00125129
0,3.77526e-05,0.000843406
1,0.000929031,3.77526e-05
2,0.000360014,0.000682275
3,0.000445639,0.000843406
4,0.000360014,0.000929031
5,0.000682275,0.000360014
6,0.000360014,0.000198883
7,0.0007679,0.000284509
8,0.000682275,0.00100454
9,0.0007679,0.00116567
10,2.1944,2.17104
