-20,2.08741,2.16024
-19,2.07226,2.16604
-18,2.05212,2.16137
-17,2.03392,2.15396
-16,2.01762,2.15895
-15,1.99138,2.15992
-14,1.97462,2.13656
-13,1.94868,2.16024
-12,1.92692,2.15009
-11,1.90807,2.14542
-10,1.88471,2.16008
-9,1.8586,2.15718
-8,1.83524,2.15783
-7,1.81075,2.1343
-6,1.78996,2.15879
-5,1.76467,2.14864
-4,1.74017,2.08499
-3,1.71665,2.15251
-2,1.69345,2.16089
-1,1.66992,2.15122
0,1.64801,1.99299
1,1.62271,2.09273
2,1.6016,2.08967
3,1.57501,2.14751
4,1.55213,2.0692
5,1.52909,2.03601
6,1.50428,2.109
7,1.47995,2.11593
8,1.45465,2.08709
9,1.43193,2.08274
10,1.40663,2.08016
