-65,2.16726
-64,2.16642
-63,2.16609
-62,2.16656
-61,2.16614
-60,2.165
-59,2.16556
-58,2.16623
-57,2.16336
-56,2.16493
-55,2.16023
-54,2.15848
-53,2.15816
-52,2.15648
-51,2.15562
-50,2.14815
-49,2.1464
-48,2.1409
-47,2.13419
-46,2.12576
-45,2.11775
-44,2.10737
-43,2.09425
-42,2.0796
-41,2.06356
-40,2.04458
-39,2.02474
-38,2.00395
-37,1.98247
-36,1.96165
-35,1.9418
-34,1.92145
-33,1.89991
-32,1.88131
-31,1.8606
-30,1.8391
-29,1.81805
-28,1.79539
-27,1.77073
-26,1.74618
-25,1.71861
-24,1.69197
-23,1.66355
-22,1.6354
-21,1.60619
-20,1.57749
-19,1.54841
-18,1.51933
-17,1.48928
-16,1.46018
-15,1.43173
-14,1.40304
-13,1.37399
-12,1.34549
-11,1.31834
-10,1.2906
-9,1.26426
-8,1.23705
-7,1.21183
-6,1.18579
-5,1.1596
-4,1.13511
-3,1.10929
-2,1.08423
-1,1.05827
0,1.03363
1,0.990348
2,0.965653
3,0.939629
4,0.914591
5,0.888367
6,0.863716
7,0.837504
8,0.810563
9,0.784375
10,0.756696
