-65,2.15173
-64,2.14609
-63,2.14782
-62,2.14826
-61,2.13431
-60,2.13885
-59,2.14494
-58,2.13826
-57,2.13483
-56,2.13493
-55,2.13453
-54,2.13238
-53,2.13352
-52,2.13753
-51,2.13362
-50,2.12029
-49,2.12739
-48,2.12273
-47,2.11368
-46,2.10084
-45,2.0984
-44,2.08746
-43,2.07424
-42,2.0599
-41,2.04315
-40,2.02326
-39,2.00156
-38,1.97924
-37,1.95422
-36,1.92892
-35,1.90368
-34,1.87804
-33,1.85208
-32,1.82702
-31,1.80125
-30,1.77555
-29,1.74978
-28,1.72494
-27,1.69962
-26,1.67385
-25,1.64895
-24,1.62315
-23,1.59727
-22,1.57143
-21,1.54646
-20,1.52109
-19,1.49607
-18,1.4714
-17,1.44542
-16,1.41964
-15,1.3942
-14,1.36852
-13,1.3428
-12,1.3174
-11,1.29254
-10,1.26703
-9,1.24239
-8,1.2173
-7,1.19254
-6,1.16833
-5,1.14236
-4,1.11886
-3,1.09376
-2,1.06918
-1,1.04378
0,1.01952
1,0.976705
2,0.952181
3,0.92629
4,0.901228
5,0.875292
6,0.85061
7,0.824204
8,0.796907
9,0.771042
10,0.743386
