-65,2.18926
-64,2.18397
-63,2.18732
-62,2.18555
-61,2.18718
-60,2.18162
-59,2.18747
-58,2.18547
-57,2.18655
-56,2.18437
-55,2.17775
-54,2.18228
-53,2.18036
-52,2.17875
-51,2.1746
-50,2.17077
-49,2.16701
-48,2.16298
-47,2.15134
-46,2.14399
-45,2.13887
-44,2.12928
-43,2.11512
-42,2.10046
-41,2.08464
-40,2.06677
-39,2.04661
-38,2.02679
-37,2.0066
-36,1.98605
-35,1.96481
-34,1.94609
-33,1.92597
-32,1.90718
-31,1.88711
-30,1.86623
-29,1.84462
-28,1.82217
-27,1.79784
-26,1.77311
-25,1.74717
-24,1.71975
-23,1.68941
-22,1.66
-21,1.62984
-20,1.59862
-19,1.57049
-18,1.54139
-17,1.51023
-16,1.48092
-15,1.45121
-14,1.42145
-13,1.39103
-12,1.36169
-11,1.33337
-10,1.30533
-9,1.27849
-8,1.25091
-7,1.22533
-6,1.199
-5,1.17245
-4,1.14759
-3,1.12138
-2,1.09592
-1,1.06957
0,1.0445
1,1.00054
2,0.975437
3,0.948958
4,0.923387
5,0.896573
6,0.871
7,0.844291
8,0.816359
9,0.789686
10,0.761739
