-30,2.15001,2.14582
-29,2.10989,2.09297
-28,2.09072,2.09587
-27,2.08975,2.08266
-26,2.08153,2.0796
-25,2.08266,2.06429
-24,2.06461,2.06768
-23,2.06268,2.04431
-22,2.05205,2.04222
-21,2.03867,2.02417
-20,2.03045,2.00773
-19,2.01595,1.99887
-18,1.9971,1.98163
-17,1.97857,1.96165
-16,1.96874,1.94699
-15,1.9428,1.92588
-14,1.9233,1.90219
-13,1.89591,1.87271
-12,1.87303,1.84741
-11,1.83693,1.81583
-10,1.80326,1.78698
-9,1.78279,1.7641
-8,1.75476,1.74025
-7,1.73558,1.71641
-6,1.71399,1.69675
-5,1.68837,1.67016
-4,1.66791,1.65002
-3,1.63665,1.62376
-2,1.61489,1.60055
-1,1.58541,1.57235
0,1.5643,1.55254
1,1.52224,1.51145
2,1.50146,1.48857
3,1.46988,1.46166
4,1.44764,1.43829
5,1.42105,1.41203
