-65,2.15074
-64,2.14907
-63,2.14925
-62,2.14815
-61,2.14903
-60,2.14705
-59,2.14766
-58,2.14507
-57,2.14499
-56,2.1444
-55,2.14167
-54,2.13978
-53,2.14249
-52,2.1371
-51,2.13523
-50,2.13389
-49,2.13101
-48,2.12432
-47,2.11911
-46,2.10942
-45,2.10277
-44,2.09201
-43,2.08033
-42,2.06551
-41,2.04975
-40,2.03216
-39,2.01296
-38,1.99316
-37,1.97024
-36,1.94925
-35,1.92761
-34,1.90944
-33,1.88875
-32,1.86931
-31,1.84935
-30,1.82782
-29,1.80543
-28,1.78145
-27,1.75717
-26,1.73109
-25,1.70534
-24,1.6784
-23,1.65018
-22,1.6228
-21,1.59467
-20,1.56573
-19,1.53683
-18,1.50869
-17,1.47992
-16,1.45189
-15,1.42405
-14,1.39659
-13,1.36866
-12,1.34107
-11,1.31464
-10,1.28829
-9,1.26142
-8,1.23597
-7,1.21129
-6,1.18584
-5,1.16046
-4,1.13628
-3,1.11071
-2,1.08584
-1,1.06015
0,1.03618
1,0.992477
2,0.967928
3,0.941954
4,0.916835
5,0.890846
6,0.865897
7,0.839579
8,0.812458
9,0.786559
10,0.759321
