-30,2.25665,2.12443
-29,2.2067,2.07755
-28,2.2024,2.07086
-27,2.19421,2.06753
-26,2.18864,2.06038
-25,2.18368,2.05333
-24,2.17438,2.04528
-23,2.16562,2.03901
-22,2.15164,2.025
-21,2.14197,2.01692
-20,2.13327,2.00952
-19,2.12035,1.99633
-18,2.10914,1.98432
-17,2.09341,1.97191
-16,2.07826,1.95443
-15,2.06075,1.93827
-14,2.04012,1.9212
-13,2.02103,1.90334
-12,1.99868,1.88114
-11,1.97513,1.85743
-10,1.9519,1.83693
-9,1.92812,1.81345
-8,1.90347,1.79004
-7,1.8786,1.7682
-6,1.85263,1.74438
-5,1.8268,1.7181
-4,1.80176,1.69655
-3,1.77356,1.66947
-2,1.7486,1.64539
-1,1.72094,1.61933
0,1.6967,1.59584
1,1.65583,1.55843
2,1.63173,1.53574
3,1.60403,1.51004
4,1.5796,1.48633
5,1.55148,1.4603
