-65,2.14911
-64,2.07294
-63,2.05625
-62,2.03978
-61,2.02003
-60,2.03444
-59,2.01472
-58,1.99293
-57,1.97207
-56,1.95108
-55,1.93023
-54,1.9105
-53,1.89242
-52,1.87371
-51,1.8546
-50,1.83601
-49,1.81593
-48,1.79652
-47,1.77458
-46,1.75232
-45,1.72811
-44,1.70134
-43,1.67334
-42,1.64314
-41,1.61404
-40,1.58271
-39,1.55165
-38,1.51986
-37,1.48901
-36,1.45934
-35,1.43206
-34,1.40377
-33,1.37586
-32,1.34912
-31,1.32255
-30,1.29583
-29,1.26941
-28,1.24375
-27,1.21767
-26,1.19189
-25,1.16649
-24,1.14124
-23,1.11599
-22,1.09065
-21,1.0658
-20,1.03998
-19,1.01407
-18,0.989036
-17,0.961931
-16,0.936572
-15,0.91102
-14,0.885436
-13,0.858346
-12,0.831125
-11,0.803626
-10,0.775705
-9,0.748648
-8,0.721401
-7,0.695794
-6,0.670251
-5,0.644831
-4,0.622183
-3,0.59975
-2,0.580179
-1,0.563045
0,0.549622
1,0.53292
2,0.526217
3,0.521547
4,0.518199
5,0.516881
