-30,2.1741,2.16218,2.16218
-29,2.12109,2.15815,2.15815
-28,2.16475,2.17152,2.17152
-27,2.15573,2.15702,2.15702
-26,2.16089,2.16765,2.16765
-25,2.15348,2.15203,2.15203
-24,2.13172,2.16363,2.16363
-23,2.08628,2.16379,2.16379
-22,2.11255,2.06082,2.06082
-21,2.10095,2.1654,2.1654
-20,2.08838,2.16991,2.16991
-19,2.03665,2.16363,2.16363
-18,2.05519,2.15621,2.15621
-17,2.03182,2.16153,2.16153
-16,2.00894,2.16459,2.16459
-15,1.98799,2.16153,2.16153
-14,1.96785,2.13543,2.13543
-13,1.94175,2.16846,2.16846
-12,1.92886,2.15573,2.15573
-11,1.89373,2.17507,2.17507
-10,1.87891,2.16363,2.16363
-9,1.85925,2.08177,2.08177
-8,1.83427,2.15879,2.15879
-7,1.81139,2.15476,2.15476
-6,1.78819,2.01104,2.01104
-5,1.76467,2.14316,2.14316
-4,1.74082,2.1451,2.1451
-3,1.71536,2.15718,2.15718
-2,1.69296,2.16363,2.16363
-1,1.66847,2.14284,2.14284
0,1.64543,2.15331,2.15331
1,1.62029,2.07549,2.07549
2,1.59677,2.14187,2.14187
3,1.57292,2.10788,2.10788
4,1.54746,2.0323,2.0323
5,1.52555,2.12302,2.12302
