-65,2.18393
-64,2.10195
-63,2.08216
-62,2.067
-61,2.04584
-60,2.05834
-59,2.04102
-58,2.02061
-57,2.00001
-56,1.97971
-55,1.95517
-54,1.94048
-53,1.92157
-52,1.90257
-51,1.88414
-50,1.86606
-49,1.84687
-48,1.8289
-47,1.80791
-46,1.78771
-45,1.76645
-44,1.74211
-43,1.71619
-42,1.68767
-41,1.65759
-40,1.62581
-39,1.59451
-38,1.56182
-37,1.52792
-36,1.49258
-35,1.45949
-34,1.42864
-33,1.39768
-32,1.36871
-31,1.34004
-30,1.31154
-29,1.28444
-28,1.25834
-27,1.2317
-26,1.20514
-25,1.17946
-24,1.15319
-23,1.12751
-22,1.10166
-21,1.07681
-20,1.05078
-19,1.02532
-18,0.999397
-17,0.972746
-16,0.946865
-15,0.921265
-14,0.895178
-13,0.868017
-12,0.840815
-11,0.813275
-10,0.784645
-9,0.757236
-8,0.729316
-7,0.703138
-6,0.676955
-5,0.650993
-4,0.627516
-3,0.604346
-2,0.584146
-1,0.566577
0,0.553171
1,0.536803
2,0.529813
3,0.523922
4,0.519707
5,0.517064
