-65,2.19136
-64,2.10871
-63,2.09269
-62,2.07538
-61,2.05519
-60,2.06852
-59,2.04951
-58,2.02853
-57,2.00769
-56,1.98741
-55,1.9686
-54,1.94904
-53,1.93045
-52,1.91216
-51,1.89246
-50,1.87353
-49,1.85486
-48,1.83594
-47,1.81554
-46,1.79404
-45,1.77233
-44,1.74817
-43,1.72142
-42,1.69286
-41,1.66183
-40,1.62817
-39,1.59639
-38,1.56356
-37,1.52772
-36,1.49386
-35,1.46154
-34,1.431
-33,1.40056
-32,1.37132
-31,1.34263
-30,1.31361
-29,1.28615
-28,1.25952
-27,1.23229
-26,1.2055
-25,1.17955
-24,1.15306
-23,1.12685
-22,1.10108
-21,1.07558
-20,1.04902
-19,1.02288
-18,0.996742
-17,0.970012
-16,0.943535
-15,0.917939
-14,0.891469
-13,0.86382
-12,0.835879
-11,0.807827
-10,0.778598
-9,0.751164
-8,0.722858
-7,0.69637
-6,0.670209
-5,0.644032
-4,0.620671
-3,0.597674
-2,0.577416
-1,0.559625
0,0.545876
1,0.528591
2,0.521946
3,0.516951
4,0.513767
5,0.511971
